,일자,계(명),bitcoin,kospi,뉴스 개수
547,2021-07-20,1278,35251000.0,3232.699951171875,3842
548,2021-07-21,1781,37459000.0,3215.909912109375,3655
549,2021-07-22,1841,38030000.0,3250.2099609375,3425
550,2021-07-23,1629,38098000.0,3254.419921875,2712
551,2021-07-24,1627,39507000.0,,921
552,2021-07-25,1487,39827000.0,,1642
553,2021-07-26,1318,44635000.0,3224.949951171875,3077
554,2021-07-27,1363,43995000.0,3232.530029296875,3077
555,2021-07-28,1895,45647000.0,3236.860107421875,3010
556,2021-07-29,1673,46041000.0,3242.64990234375,3110
557,2021-07-30,1710,45227000.0,3202.320068359375,2425
558,2021-07-31,1538,47860000.0,,678
559,2021-08-01,1442,47822000.0,,1468
560,2021-08-02,1218,45932000.0,3223.0400390625,2945
561,2021-08-03,1200,44809000.0,3237.139892578125,2848
562,2021-08-04,1725,45353000.0,3280.3798828125,2902
563,2021-08-05,1775,45243000.0,3276.1298828125,3035
564,2021-08-06,1704,47232000.0,3270.360107421875,2261
565,2021-08-07,1823,50027000.0,,711
566,2021-08-08,1727,50657000.0,,1420
567,2021-08-09,1491,52366000.0,3260.419921875,3209
568,2021-08-10,1537,52359000.0,3243.18994140625,3341
569,2021-08-11,2221,53220000.0,3220.6201171875,3343
570,2021-08-12,1987,51612000.0,3208.3798828125,3307
571,2021-08-13,1989,53955000.0,3171.2900390625,2641
572,2021-08-14,1928,54570000.0,,754
573,2021-08-15,1816,53700000.0,,1018
574,2021-08-16,1554,53763000.0,,1863
575,2021-08-17,1372,53749000.0,3143.090087890625,3040
576,2021-08-18,1803,53212000.0,3158.929931640625,2878
577,2021-08-19,2152,53514000.0,3097.830078125,2767
578,2021-08-20,2050,56822000.0,3060.510009765625,2247
579,2021-08-21,1877,57532000.0,,682
580,2021-08-22,1626,56777000.0,,1524
581,2021-08-23,1417,57995000.0,3090.2099609375,2899
582,2021-08-24,1507,56951000.0,3138.300048828125,2916
583,2021-08-25,2154,56364000.0,3146.81005859375,2811
584,2021-08-26,1882,55068000.0,3128.530029296875,3318
585,2021-08-27,1837,56566000.0,3133.89990234375,2120
586,2021-08-28,1791,56988000.0,,634
587,2021-08-29,1619,56792000.0,,1399
588,2021-08-30,1485,56353000.0,,2862
589,2021-08-31,1370,55324000.0,,2940
