ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),±â¿Â QCÇÃ·¡±×,°­¼ö·®(mm),°­¼ö·® QCÇÃ·¡±×,Ç³¼Ó(m/s),Ç³¼Ó QCÇÃ·¡±×,Ç³Çâ(16¹æÀ§),Ç³Çâ QCÇÃ·¡±×,½Àµµ(%),½Àµµ QCÇÃ·¡±×,Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇöÁö±â¾Ð QCÇÃ·¡±×,ÇØ¸é±â¾Ð(hPa),ÇØ¸é±â¾Ð QCÇÃ·¡±×,ÀÏÁ¶(hr),ÀÏÁ¶ QCÇÃ·¡±×,ÀÏ»ç(MJ/m2),ÀÏ»ç QCÇÃ·¡±×,Àû¼³(cm),3½Ã°£½ÅÀû¼³(cm),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),¿îÇü(¿îÇü¾à¾î),ÃÖÀú¿î°í(100m ),½ÃÁ¤(10m),Áö¸é»óÅÂ(Áö¸é»óÅÂÄÚµå),Çö»ó¹øÈ£(±¹³»½Ä),Áö¸é¿Âµµ(¡ÆC),Áö¸é¿Âµµ QCÇÃ·¡±×,5cm ÁöÁß¿Âµµ(¡ÆC),10cm ÁöÁß¿Âµµ(¡ÆC),20cm ÁöÁß¿Âµµ(¡ÆC),30cm ÁöÁß¿Âµµ(¡ÆC)
105,°­¸ª,2017-01-01 11:00,7.6,0,,,6.4,0,290,0,31,0,3.2,-8.4,1024.2,0,1027.4,0,1,0,1.41,0,,,,,,,5010,,,13.5,0,3.8,3.2,4.1,5.2
105,°­¸ª,2017-01-01 12:00,8.1,0,,,5.9,0,320,0,33,0,3.6,-7.2,1023.2,0,1026.4,0,1,0,1.67,0,,,,,,,5010,,,13,0,4.5,3.6,4.1,5.1
105,°­¸ª,2017-01-01 13:00,8.7,0,,,5.2,0,320,0,35,0,3.9,-5.9,1022.4,0,1025.6,0,1,0,1.38,0,,,,,,,4307,,,15.2,0,4.9,3.9,4.1,5.1
105,°­¸ª,2017-01-01 14:00,8.7,0,,,5.5,0,290,0,38,0,4.3,-4.8,1021.7,0,1024.9,0,1,0,1.55,0,,,,,,,3218,,,13.7,0,5.4,4.3,4.2,5.1
105,°­¸ª,2017-01-01 15:00,8.6,0,,,4.4,0,320,0,37,0,4.2,-5.2,1021.3,0,1024.5,0,.9,0,1,0,,,,,,,3996,,,7.7,0,5.4,4.6,4.3,5.1
105,°­¸ª,2017-01-01 16:00,8.4,0,,,5.5,0,290,0,39,0,4.3,-4.7,1021.4,0,1024.6,0,0,0,.28,0,,,,,,,2461,,,7,0,5.1,4.8,4.5,5.1
105,°­¸ª,2017-01-01 17:00,8,0,,,5.1,0,290,0,40,0,4.3,-4.8,1021.2,0,1024.4,0,.7,0,.25,0,,,,,,,2736,,,5.7,0,5,4.9,4.6,5.2
105,°­¸ª,2017-01-01 18:00,7.6,0,,,3.5,0,290,0,39,0,4.1,-5.4,1020.9,0,1024.1,0,0,0,0,0,,,,,,,4684,,,3.7,0,4.8,4.8,4.6,5.2
105,°­¸ª,2017-01-01 19:00,7.1,0,,,3.5,0,290,0,42,0,4.2,-4.9,1020.8,0,1024,0,,9,,9,,,,,,,3113,,,3.3,0,4.5,4.7,4.7,5.3
105,°­¸ª,2017-01-01 20:00,7.2,0,,,5.1,0,290,0,40,0,4.1,-5.5,1020.2,0,1023.4,0,,9,,9,,,,,,,5010,,,4.5,0,4.4,4.7,4.8,5.3
105,°­¸ª,2017-01-01 21:00,7.1,0,,,4.3,0,290,0,39,0,3.9,-5.9,1019.9,0,1023.1,0,,9,,9,,,,,,,5010,,,4.3,0,4.4,4.6,4.8,5.3
105,°­¸ª,2017-01-01 22:00,7.1,0,,,4.8,0,290,0,40,0,4,-5.6,1019,0,1022.2,0,,9,,9,,,,,,,5010,,,4.5,0,4.3,4.5,4.8,5.3
105,°­¸ª,2017-01-01 23:00,7.1,0,,,3,0,290,0,39,0,3.9,-5.9,1018.3,0,1021.5,0,,9,,9,,,,,,,5010,,,3.3,0,4.2,4.5,4.8,5.4
105,°­¸ª,2017-01-02 00:00,6.9,0,,,3.3,0,290,0,40,0,4,-5.7,1018,0,1021.2,0,,9,,9,,,,,,,5010,,,3.2,0,4.2,4.4,4.8,5.4
105,°­¸ª,2017-01-02 01:00,6.6,0,,,4.3,0,290,0,43,0,4.2,-5.1,1017.8,0,1021,0,,9,,9,,,,,,,5010,,,3.4,0,4.1,4.4,4.8,5.4
105,°­¸ª,2017-01-02 02:00,6.9,0,,,5.2,0,290,0,45,0,4.5,-4.2,1017.5,0,1020.7,0,,9,,9,,,,,,,4773,,,4.4,0,4.1,4.3,4.8,5.4
105,°­¸ª,2017-01-02 03:00,7.2,0,,,3.8,0,290,0,47,0,4.8,-3.3,1017.7,0,1020.9,0,,9,,9,,,,,,,5010,,,3.5,0,4.1,4.3,4.8,5.4
105,°­¸ª,2017-01-02 04:00,7.3,0,,,3.2,0,290,0,48,0,4.9,-3,1017.6,0,1020.8,0,,9,,9,,,,,,,5010,,,3.1,0,4,4.2,4.8,5.5
105,°­¸ª,2017-01-02 05:00,7.1,0,,,2.4,0,290,0,48,0,4.9,-3.1,1016.8,0,1020,0,,9,,9,,,,,,,5010,,,1.1,0,3.9,4.2,4.8,5.5
105,°­¸ª,2017-01-02 06:00,7.8,0,,,3.9,0,320,0,47,0,5,-2.8,1016.1,0,1019.3,0,,9,,9,,,,,,,5010,,,3,0,3.9,4.2,4.8,5.5
105,°­¸ª,2017-01-02 07:00,7.5,0,,,2.6,0,290,0,49,0,5.1,-2.5,1016.1,0,1019.3,0,,9,,9,,,,,,,5010,,,1.6,0,3.8,4.1,4.8,5.5
105,°­¸ª,2017-01-02 08:00,8,0,,,4.5,0,290,0,49,0,5.3,-2,1016.2,0,1019.4,0,0,0,.01,0,,,,,,,5010,,,3.8,0,3.8,4,4.7,5.5
105,°­¸ª,2017-01-02 09:00,9.3,0,,,2,0,320,0,46,0,5.4,-1.7,1016.8,0,1020,0,1,0,.36,0,,,,,,,5010,,,7.8,0,4.2,4,4.7,5.5
105,°­¸ª,2017-01-02 10:00,11,0,,,2.1,0,270,0,42,0,5.5,-1.4,1016.2,0,1019.4,0,1,0,.86,0,,,,,,,5010,,,16.4,0,4.9,4.2,4.7,5.5
105,°­¸ª,2017-01-02 11:00,11.6,0,,,4.6,0,340,0,42,0,5.8,-.8,1016.2,0,1019.4,0,1,0,1.34,0,,,,,,,5010,,,18.8,0,5.8,4.4,4.7,5.5
105,°­¸ª,2017-01-02 12:00,11.3,0,,,6.3,0,290,0,45,0,6,-.2,1015.8,0,1019,0,1,0,1.72,0,,,,,,,5010,,,18.3,0,6.4,4.8,4.8,5.5
105,°­¸ª,2017-01-02 13:00,11.1,0,,,5.9,0,290,0,43,0,5.7,-1,1014.8,0,1018,0,1,0,1.83,0,,,,,,,5010,,,18.4,0,6.9,5.3,4.8,5.5
105,°­¸ª,2017-01-02 14:00,11,0,,,6,0,290,0,42,0,5.5,-1.4,1014.5,0,1017.7,0,1,0,1.65,0,,,,,,,5010,,,16.8,0,7.3,5.8,5,5.5
105,°­¸ª,2017-01-02 15:00,10.9,0,,,5.7,0,290,0,40,0,5.2,-2.1,1014.2,0,1017.4,0,1,0,1.33,0,,,,,,,5010,,,11.1,0,7.4,6.1,5.1,5.5
105,°­¸ª,2017-01-02 16:00,9.4,0,,,6.6,0,290,0,43,0,5.1,-2.5,1014.5,0,1017.7,0,1,0,.62,0,,,,,,,5010,,,8.5,0,7,6.3,5.3,5.6
105,°­¸ª,2017-01-02 17:00,8.9,0,,,4.7,0,290,0,43,0,4.9,-3,1014.9,0,1018.1,0,.8,0,.19,0,,,,,,,2706,,,5.9,0,6.6,6.3,5.4,5.6
105,°­¸ª,2017-01-02 18:00,8.5,0,,,4.6,0,290,0,44,0,4.9,-3,1015.5,0,1018.7,0,0,0,0,0,,,,,,,2012,,,4.5,0,6.1,6.2,5.5,5.6
105,°­¸ª,2017-01-02 19:00,8,0,,,2.1,0,320,0,45,0,4.8,-3.2,1015.8,0,1019,0,,9,,9,,,,,,,1254,,,2,0,5.8,6,5.6,5.7
105,°­¸ª,2017-01-02 20:00,7.5,0,,,2.2,0,320,0,44,0,4.6,-3.9,1016.1,0,1019.3,0,,9,,9,,,,,,,1075,,,.8,0,5.4,5.8,5.7,5.8
105,°­¸ª,2017-01-02 21:00,7.6,0,,,3.1,0,320,0,44,0,4.6,-3.8,1016.1,0,1019.3,0,,9,,9,,,,,,,1013,,,2.4,0,5.2,5.6,5.7,5.9
105,°­¸ª,2017-01-02 22:00,7,0,,,4.1,0,320,0,46,0,4.6,-3.8,1016.1,0,1019.3,0,,9,,9,,,,,,,804,,,3.1,0,5,5.4,5.6,5.9
105,°­¸ª,2017-01-02 23:00,6.6,0,,,2.7,0,320,0,45,0,4.4,-4.5,1016.3,0,1019.5,0,,9,,9,,,,,,,847,,,1.3,0,4.8,5.3,5.6,5.9
105,°­¸ª,2017-01-03 00:00,6.3,0,,,4.1,0,290,0,44,0,4.2,-5,1016.4,0,1019.6,0,,9,,9,,,,,,,880,,,1.9,0,4.6,5.1,5.6,5.9
105,°­¸ª,2017-01-03 01:00,5.7,0,,,2.4,0,290,0,44,0,4,-5.6,1016.8,0,1020,0,,9,,9,,,,,,,916,,,-.1,0,4.4,4.9,5.5,5.9
105,°­¸ª,2017-01-03 02:00,5.4,0,,,2.8,0,290,0,45,0,4,-5.6,1017.4,0,1020.6,0,,9,,9,,,,,,,791,,,0,0,4.1,4.8,5.5,6
105,°­¸ª,2017-01-03 03:00,5.1,0,,,2.8,0,320,0,43,0,3.8,-6.4,1017.8,0,1021,0,,9,,9,,,,,,,956,,,-.1,0,3.9,4.6,5.4,6
105,°­¸ª,2017-01-03 04:00,4.7,0,,,2.6,0,320,0,45,0,3.8,-6.2,1017.8,0,1021,0,,9,,9,,,,,,,995,,,-.8,0,3.7,4.4,5.4,5.9
105,°­¸ª,2017-01-03 05:00,4.1,0,,,2.1,0,320,0,43,0,3.5,-7.4,1018.1,0,1021.3,0,,9,,9,,,,,,,1116,,,-2.4,0,3.4,4.3,5.3,5.9
105,°­¸ª,2017-01-03 06:00,3.8,0,,,2.8,0,320,0,45,0,3.6,-7,1018.3,0,1021.6,0,,9,,9,,,,,,,1071,,,-1.3,0,3.2,4.1,5.2,5.9
105,°­¸ª,2017-01-03 07:00,3.4,0,,,1.9,0,320,0,45,0,3.5,-7.4,1018.9,0,1022.2,0,,9,,9,,,,,,,992,,,-2.7,0,3.1,3.9,5.1,5.9
105,°­¸ª,2017-01-03 08:00,3,0,,,2.3,0,320,0,45,0,3.4,-7.8,1019.2,0,1022.5,0,0,0,.01,0,,,,,,,1035,,,-2.2,0,2.8,3.8,5,5.9
105,°­¸ª,2017-01-03 09:00,4.2,0,,,2.7,0,320,0,38,0,3.1,-8.8,1019,0,1022.3,0,1,0,.34,0,,,,,,,1957,,,2.1,0,3,3.7,5,5.9
105,°­¸ª,2017-01-03 10:00,6.8,0,,,3.4,0,290,0,28,0,2.8,-10.4,1019.1,0,1022.3,0,1,0,.94,0,,,,,,,5010,,,11.8,0,3.7,3.7,4.9,5.9
105,°­¸ª,2017-01-03 11:00,8.5,0,,,3.4,0,320,0,24,0,2.7,-10.9,1018.8,0,1022,0,1,0,1.46,0,,,,,,,5010,,,17.2,0,4.6,3.9,4.8,5.8
105,°­¸ª,2017-01-03 12:00,9.8,0,,,3.3,0,320,0,21,0,2.5,-11.5,1017.9,0,1021.1,0,1,0,1.8,0,,,,,,,5010,,,21.1,0,5.5,4.3,4.8,5.8
105,°­¸ª,2017-01-03 13:00,10.7,0,,,1.2,0,110,0,21,0,2.7,-10.7,1016.8,0,1020,0,1,0,1.89,0,,,,,,,5010,,,25.3,0,6.5,4.8,4.9,5.8
105,°­¸ª,2017-01-03 14:00,11.4,0,,,2.1,0,160,0,25,0,3.4,-7.9,1016.4,0,1019.6,0,1,0,1.72,0,,,,,,,5010,,,22,0,7.2,5.4,5,5.8
105,°­¸ª,2017-01-03 15:00,12.1,0,,,3.3,0,270,0,17,0,2.4,-12.2,1015.7,0,1018.8,0,1,0,1.4,0,,,,,,,5010,,,11.1,0,7.4,5.9,5.1,5.8
105,°­¸ª,2017-01-03 16:00,11.2,0,,,3.5,0,290,0,18,0,2.4,-12.3,1016,0,1019.2,0,1,0,.89,0,,,,,,,5010,,,12.2,0,7.2,6.2,5.3,5.8
105,°­¸ª,2017-01-03 17:00,8.8,0,,,3.9,0,320,0,23,0,2.6,-11.2,1016.3,0,1019.5,0,1,0,.27,0,,,,,,,5010,,,5.1,0,6.6,6.2,5.4,5.8
105,°­¸ª,2017-01-03 18:00,7.3,0,,,4.7,0,290,0,26,0,2.7,-10.9,1016.4,0,1019.6,0,0,0,.01,0,,,,,,,5010,,,3.6,0,5.9,6.1,5.5,5.8
105,°­¸ª,2017-01-03 19:00,6.5,0,,,4.4,0,290,0,31,0,3,-9.4,1016.8,0,1020,0,,9,,9,,,,,,,4564,,,2.8,0,5.4,5.9,5.6,5.9
105,°­¸ª,2017-01-03 20:00,6.3,0,,,5.4,0,290,0,35,0,3.3,-8,1016.4,0,1019.6,0,,9,,9,,,,,,,1577,,,3.3,0,5.1,5.7,5.6,5.9
105,°­¸ª,2017-01-03 21:00,6.1,0,,,4.9,0,290,0,38,0,3.6,-7.1,1016.5,0,1019.7,0,,9,,9,,,,,,,1314,,,2.8,0,4.9,5.4,5.7,5.9
105,°­¸ª,2017-01-03 22:00,6.1,0,,,3,0,320,0,32,0,3,-9.3,1016.5,0,1019.7,0,,9,,9,,,,,,,4056,,,.9,0,4.7,5.2,5.6,6
105,°­¸ª,2017-01-03 23:00,6.2,0,,,4.5,0,290,0,29,0,2.8,-10.5,1016.3,0,1019.5,0,,9,,9,,,,,,,5010,,,2.2,0,4.5,5.1,5.6,6
105,°­¸ª,2017-01-04 00:00,6.1,0,,,3.5,0,340,0,29,0,2.7,-10.6,1016.3,0,1019.5,0,,9,,9,,,,,,,5010,,,1.2,0,4.3,4.9,5.6,6
105,°­¸ª,2017-01-04 01:00,6,0,,,2.9,0,320,0,30,0,2.8,-10.3,1015.9,0,1019.1,0,,9,,9,,,,,,,5010,,,.3,0,4.1,4.7,5.5,6
105,°­¸ª,2017-01-04 02:00,5.7,0,,,1.2,0,320,0,31,0,2.8,-10.1,1016.1,0,1019.3,0,,9,,9,,,,,,,5010,,,-2.2,0,3.9,4.6,5.4,6
105,°­¸ª,2017-01-04 03:00,5.3,0,,,3,0,320,0,41,0,3.6,-6.9,1017,0,1020.2,0,,9,,9,,,,,,,4995,,,0,0,3.7,4.4,5.4,6
105,°­¸ª,2017-01-04 04:00,5.2,0,,,2.4,0,320,0,46,0,4.1,-5.5,1017.2,0,1020.4,0,,9,,9,,,,,,,1605,,,-.1,0,3.6,4.3,5.3,6
105,°­¸ª,2017-01-04 05:00,5.1,0,,,2,0,340,0,49,0,4.3,-4.7,1017.2,0,1020.4,0,,9,,9,,,,,,,1159,,,-1.4,0,3.5,4.1,5.2,6
105,°­¸ª,2017-01-04 06:00,5.1,0,,,2.2,0,320,0,49,0,4.3,-4.7,1017.3,0,1020.5,0,,9,,9,,,,,,,1188,,,-1.3,0,3.3,4,5.2,6
105,°­¸ª,2017-01-04 07:00,5.4,0,,,2.1,0,320,0,48,0,4.3,-4.7,1018,0,1021.2,0,,9,,9,,,,,,,1208,,,-.7,0,3.3,3.9,5.1,5.9
105,°­¸ª,2017-01-04 08:00,5.5,0,,,4.1,0,320,0,47,0,4.2,-4.9,1018.3,0,1021.5,0,0,0,0,0,,,,,,,1125,,,1.3,0,3.3,3.8,5,5.9
105,°­¸ª,2017-01-04 09:00,6.4,0,,,3.2,0,290,0,42,0,4,-5.6,1019.4,0,1022.6,0,1,0,.34,0,,,,,,,1603,,,4.5,0,3.5,3.8,5,5.9
105,°­¸ª,2017-01-04 10:00,8.2,0,,,2.3,0,320,0,34,0,3.7,-6.7,1020,0,1023.2,0,1,0,.94,0,,,,,,,4750,,,13.7,0,4.2,3.8,4.9,5.9
105,°­¸ª,2017-01-04 11:00,9.6,0,,,.9,0,20,0,26,0,3.1,-9,1019.9,0,1023.1,0,1,0,1.46,0,,,,,,,5010,,,22.9,0,5.2,4.1,4.9,5.9
105,°­¸ª,2017-01-04 12:00,10.1,0,,,2,0,110,0,26,0,3.2,-8.5,1019.5,0,1022.7,0,1,0,1.72,0,,,,,,,5010,,,24.4,0,6.2,4.5,4.9,5.8
105,°­¸ª,2017-01-04 13:00,9.9,0,,,2.5,0,90,0,25,0,3,-9.2,1018.9,0,1022.1,0,1,0,1.86,0,,,,,,,5010,,,22.7,0,6.8,5.1,4.9,5.8
105,°­¸ª,2017-01-04 14:00,9.9,0,,,2.5,0,110,0,27,0,3.3,-8.2,1018.8,0,1022,0,1,0,1.67,0,,,,,,,5010,,,20.6,0,7.2,5.6,5,5.8
105,°­¸ª,2017-01-04 15:00,9.9,0,,,2,0,140,0,27,0,3.3,-8.2,1019.1,0,1022.3,0,1,0,1.33,0,,,,,,,5010,,,10.1,0,7.4,6.1,5.2,5.8
105,°­¸ª,2017-01-04 16:00,8.9,0,,,1.9,0,110,0,34,0,3.9,-6.1,1019.4,0,1022.6,0,1,0,.86,0,,,,,,,5010,,,11,0,7.2,6.3,5.4,5.8
105,°­¸ª,2017-01-04 17:00,7.7,0,,,2.4,0,50,0,37,0,3.9,-6.1,1020.3,0,1023.5,0,1,0,.26,0,,,,,,,5010,,,3.5,0,6.6,6.3,5.5,5.8
105,°­¸ª,2017-01-04 18:00,6.5,0,,,1.1,0,360,0,43,0,4.2,-5.2,1020.6,0,1023.8,0,0,0,0,0,,,,,,,5010,,,-.8,0,5.9,6.2,5.6,5.8
105,°­¸ª,2017-01-04 19:00,4.6,0,,,1.6,0,320,0,49,0,4.2,-5.2,1021.5,0,1024.8,0,,9,,9,,,,,,,5010,,,-1.2,0,5.3,5.9,5.7,5.9
105,°­¸ª,2017-01-04 20:00,3.6,0,,,3.8,0,320,0,53,0,4.2,-5.1,1021.7,0,1025,0,,9,,9,,,,,,,5010,,,.1,0,4.9,5.6,5.7,6
105,°­¸ª,2017-01-04 21:00,3.2,0,,,3.7,0,320,0,55,0,4.2,-4.9,1021.9,0,1025.2,0,,9,,9,,,,,,,5010,,,-.3,0,4.6,5.4,5.7,6
105,°­¸ª,2017-01-04 22:00,2.4,0,,,3.2,0,290,0,59,0,4.3,-4.8,1022.1,0,1025.4,0,,9,,9,,,,,,,5010,,,-.9,0,4.3,5.1,5.7,6
105,°­¸ª,2017-01-04 23:00,2.4,0,,,4,0,320,0,58,0,4.2,-5,1022.4,0,1025.7,0,,9,,9,,,,,,,5010,,,-.7,0,4,4.9,5.6,6
105,°­¸ª,2017-01-05 00:00,2.2,0,,,3.9,0,320,0,59,0,4.2,-4.9,1022.4,0,1025.7,0,,9,,9,,,,,,,4840,,,-.7,0,3.8,4.7,5.6,6
105,°­¸ª,2017-01-05 01:00,1.9,0,,,3.2,0,320,0,60,0,4.2,-5,1022.5,0,1025.8,0,,9,,9,,,,,,,4912,,,-1.6,0,3.6,4.5,5.5,6
105,°­¸ª,2017-01-05 02:00,1.8,0,,,4.2,0,290,0,60,0,4.2,-5.1,1023.2,0,1026.5,0,,9,,9,,,,,,,4974,,,-.9,0,3.4,4.4,5.4,6.1
105,°­¸ª,2017-01-05 03:00,1.7,0,,,2.3,0,320,0,59,0,4.1,-5.4,1023.6,0,1026.9,0,,9,,9,,,,,,,5010,,,-2.1,0,3.2,4.2,5.3,6
105,°­¸ª,2017-01-05 04:00,1.9,0,,,2.5,0,340,0,57,0,4,-5.7,1023.7,0,1027,0,,9,,9,,,,,,,5010,,,-.4,0,3.1,4,5.3,6
105,°­¸ª,2017-01-05 05:00,2,0,,,1.7,0,320,0,59,0,4.2,-5.1,1024.2,0,1027.5,0,,9,,9,,,,,,,5010,,,.4,0,3.3,3.9,5.1,6
105,°­¸ª,2017-01-05 06:00,1.7,0,0,0,1.7,0,290,0,66,0,4.6,-3.9,1024.7,0,1028,0,,9,,9,,,,,,,4999,,,.5,0,3.3,3.9,5.1,6
105,°­¸ª,2017-01-05 07:00,1.7,0,,9,1.3,0,320,0,70,0,4.9,-3.1,1025.2,0,1028.5,0,,9,,9,,,,,,,4907,,,1,0,3.3,3.8,5,5.9
105,°­¸ª,2017-01-05 08:00,1.7,0,,9,1.6,0,320,0,74,0,5.1,-2.4,1025.9,0,1029.2,0,0,0,0,0,,,,,,,5010,,,1.5,0,3.4,3.9,4.9,5.9
105,°­¸ª,2017-01-05 09:00,1.9,0,0,0,1.6,0,290,0,81,0,5.7,-1,1026.7,0,1030,0,0,0,0,0,,,,,,,4454,,,2.3,0,3.5,3.9,4.9,5.9
105,°­¸ª,2017-01-05 10:00,2.2,0,,9,.2,0,0,0,87,0,6.2,.2,1027.5,0,1030.8,0,0,0,.12,0,,,,,,,2992,,,3.6,0,3.6,3.9,4.9,5.8
105,°­¸ª,2017-01-05 11:00,2.9,0,,9,1.5,0,290,0,89,0,6.7,1.2,1027.8,0,1031.1,0,0,0,.2,0,,,,,,,2574,,,5.1,0,3.9,4,4.9,5.8
105,°­¸ª,2017-01-05 12:00,3.4,0,2,0,1.6,0,290,0,89,0,6.9,1.7,1027.4,0,1030.7,0,0,0,.25,0,,,,,,,5010,,,6.1,0,4.2,4.1,4.9,5.8
105,°­¸ª,2017-01-05 13:00,3.7,0,,9,.8,0,320,0,87,0,6.9,1.7,1027.2,0,1030.5,0,.1,0,.3,0,,,,,,,3682,,,7,0,4.5,4.3,4.8,5.7
105,°­¸ª,2017-01-05 14:00,3.3,0,,9,1.1,0,340,0,87,0,6.7,1.3,1027,0,1030.3,0,.1,0,.17,0,,,,,,,1227,,,4.5,0,4.6,4.4,4.9,5.7
105,°­¸ª,2017-01-05 15:00,3.1,0,3,0,1.3,0,290,0,88,0,6.7,1.2,1027.4,0,1030.7,0,0,0,.12,0,,,,,,,3739,,,4.4,0,4.6,4.5,4.9,5.7
105,°­¸ª,2017-01-05 16:00,3.1,0,,9,1.2,0,290,0,89,0,6.8,1.4,1028,0,1031.3,0,0,0,.08,0,,,,,,,5010,,,3.7,0,4.6,4.6,4.9,5.7
105,°­¸ª,2017-01-05 17:00,3.1,0,,9,.8,0,340,0,89,0,6.8,1.4,1028.3,0,1031.6,0,0,0,0,0,,,,,,,4140,,,3.2,0,4.6,4.7,5,5.7
105,°­¸ª,2017-01-05 18:00,3.1,0,.5,0,.5,0,320,0,88,0,6.7,1.2,1028.4,0,1031.7,0,0,0,0,0,,,,,,,4701,,,2.8,0,4.5,4.7,5,5.7
105,°­¸ª,2017-01-05 19:00,2.9,0,,9,1.2,0,290,0,89,0,6.7,1.2,1028.8,0,1032.1,0,,9,,9,,,,,,,2290,,,2.7,0,4.4,4.7,5,5.7
105,°­¸ª,2017-01-05 20:00,2.7,0,,9,1.6,0,290,0,90,0,6.7,1.2,1028.9,0,1032.2,0,,9,,9,,,,,,,3353,,,2.5,0,4.3,4.6,5.1,5.7
105,°­¸ª,2017-01-05 21:00,2.6,0,.5,0,1.2,0,320,0,90,0,6.6,1.1,1029.1,0,1032.4,0,,9,,9,,,,,,,3926,,,2.4,0,4.3,4.6,5.1,5.7
105,°­¸ª,2017-01-05 22:00,2.6,0,,9,1.1,0,320,0,89,0,6.5,.9,1028.8,0,1032.1,0,,9,,9,,,,,,,1337,,,2.3,0,4.3,4.6,5.1,5.8
105,°­¸ª,2017-01-05 23:00,2.5,0,,9,1.6,0,290,0,90,0,6.6,1,1028.5,0,1031.8,0,,9,,9,,,,,,,1404,,,2.2,0,4.2,4.5,5.1,5.7
105,°­¸ª,2017-01-06 00:00,2.5,0,,9,1.2,0,290,0,89,0,6.5,.8,1028.3,0,1031.6,0,,9,,9,,,,,,,1543,,,2,0,4.2,4.5,5.1,5.8
105,°­¸ª,2017-01-06 01:00,2.5,0,,,1.2,0,290,0,89,0,6.5,.8,1027.9,0,1031.2,0,,9,,9,,,,,,,2067,,,2.3,0,4.2,4.5,5.1,5.8
